"Resident ID","c_Resident","c_DoB","c_Current Age","c_Education","Location","Income","Customer ID","Name","Updated_Birthday","Updated_Age","Education Level","City","Purchase Date","Shopping List","Item List","Item A","Item B","Item C","Item D","Item E","Item F","Item G","Item H","Item I","Item J","Item K","Item L","Item M","Item N","Item O","Item P","Item Q","Item R","Item S","Item T","Item U"
1900,"Janen","13/5/1981",43,"under high-school","Leonora",60000,429,"Janen","13/5/1981",43,"under high-school","Leonora","2023-5-28","['B', 'K', 'M', 'N', 'O', 'P', 'Q']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0]",0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0
1846,"Janor","24/11/1982",42,"junior college","Daly Waters",538000,430,"Janor","24/11/1982",42,"junior college","Daly Waters","2023-6-25","['B', 'C', 'D', 'E', 'F', 'G', 'I', 'J', 'K', 'L', 'N', 'O', 'P', 'R', 'S']","[0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0]",0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0
916,"Ren","21/6/1992",32,"college","Atherton",203000,431,"Ren","21/6/1992",32,"college","Atherton","2023-11-2","['A', 'I', 'K', 'M', 'O', 'R']","[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0
2031,"Norius","28/8/1973",51,"college","Winton",437000,432,"Norius","28/8/1973",51,"college","Winton","2024-11-10","['B', 'D', 'E', 'H', 'I', 'K', 'N', 'O', 'P', 'Q', 'R', 'U']","[0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1]",0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,1
2426,"Maleth","26/4/1979",46,"college","Mutitjulu",261000,433,"Maleth","26/4/1979",46,"college","Mutitjulu","2023-1-16","['A', 'B', 'F', 'G', 'H', 'I', 'J', 'K', 'M', 'N', 'O', 'P', 'Q', 'R', 'S', 'T', 'U']","[1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
921,"Haliel","16/12/2000",24,"junior college","Southern Cross",512000,434,"Haliel","16/12/2000",24,"junior college","Southern Cross","2023-9-5","['F', 'G', 'H', 'P']","[0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1215,"Quenar","13/9/2006",18,"junior college","Narrabri",372000,435,"Quenar","13/9/2006",18,"junior college","Narrabri","2024-10-25","['C', 'E', 'G', 'H', 'I', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'R', 'S', 'T', 'U']","[0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
385,"Lila","28/7/1988",36,"under high-school","Lismore",323000,436,"Lila","28/7/1988",36,"under high-school","Lismore","2023-8-10","['B', 'C', 'D', 'E', 'G', 'J', 'K', 'L', 'M', 'O', 'P', 'Q', 'S', 'T']","[0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0]",0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,0
1553,"Eliel","20/7/1981",43,"high-school","Leonora",430000,437,"Eliel","20/7/1981",43,"high-school","Leonora","2023-3-11","['C', 'I', 'M']","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2365,"Valiel","28/4/1996",29,"high-school","Jurien Bay",397000,438,"Valiel","28/4/1996",29,"high-school","Jurien Bay","2025-2-11","['A', 'F', 'Q']","[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
194,"Natalia","11/1/2000",25,"high-school","Barrow Creek",137000,439,"Natalia","11/1/2000",25,"high-school","Barrow Creek","2025-4-16","['A', 'H', 'N', 'R', 'S', 'T']","[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0]",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0
442,"Emery","15/9/2003",21,"junior college","Kalgoorlie",557000,440,"Emery","15/9/2003",21,"junior college","Kalgoorlie","2024-9-29","['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'R', 'S', 'T', 'U']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1084,"Celine","17/3/1973",52,"high-school","Toowoomba",356000,441,"Celine","17/3/1973",52,"high-school","Toowoomba","2024-2-15","['B', 'J', 'M', 'R', 'T']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0]",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0
1188,"Fenar","26/4/1974",51,"high-school","Larrimah",570000,442,"Fenar","26/4/1974",51,"high-school","Larrimah","2024-7-7","['H', 'K', 'R', 'S', 'T']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0
289,"Selus","5/12/1998",26,"high-school","Mutitjulu",111000,443,"Selus","5/12/1998",26,"high-school","Mutitjulu","2023-6-14","['C', 'E', 'G', 'H', 'I', 'L', 'P', 'Q', 'T']","[0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0]",0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,0
2634,"Toren","4/6/1983",41,"high-school","Singleton",140000,444,"Toren","4/6/1983",41,"high-school","Singleton","2025-2-1","['A', 'B', 'C', 'D', 'F', 'H', 'J', 'K', 'L', 'M', 'N', 'P', 'Q', 'R', 'S', 'T', 'U']","[1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1]",1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1
2693,"Fenae","11/8/1985",39,"high-school","Warwick",227000,445,"Fenae","11/8/1985",39,"high-school","Warwick","2023-5-10","['A', 'D', 'I', 'J', 'L', 'N', 'T', 'U']","[1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1]",1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1
513,"Toren","26/2/1972",53,"junior college","Esperance",55000,446,"Toren","26/2/1972",53,"junior college","Esperance","2023-9-21","['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'R', 'S', 'T', 'U']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1144,"Malan","5/5/1988",36,"master","Warwick",221000,447,"Malan","5/5/1988",36,"master","Warwick","2025-4-8","['C', 'E', 'G', 'H', 'I', 'J', 'L', 'P', 'R']","[0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0]",0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0
452,"Galae","1/12/1987",37,"junior college","Ballarat",275000,448,"Galae","1/12/1987",37,"junior college","Ballarat","2023-1-20","['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'R', 'S', 'T', 'U']","[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2148,"Isius","1/3/2000",25,"high-school","Sunshine Coast",162000,449,"Isius","1/3/2000",25,"high-school","Sunshine Coast","2023-8-1","['A', 'C', 'D', 'E', 'F', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'U']","[1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1]",1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1
1351,"Galyn","12/5/1991",33,"high-school","Broome",460000,450,"Galyn","12/5/1991",33,"high-school","Broome","2023-2-14","['F', 'G', 'Q', 'T']","[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0
2091,"Isiel","9/12/1983",41,"high-school","Bundaberg",309000,451,"Isiel","9/12/1983",41,"high-school","Bundaberg","2023-3-2","['E', 'F', 'T']","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2905,"Valia","19/12/1979",45,"high-school","Biloela",155000,452,"Valia","19/12/1979",45,"high-school","Biloela","2023-6-1","['C', 'D', 'E', 'F', 'H', 'I', 'J', 'K', 'M', 'N', 'O', 'Q', 'R', 'S', 'T']","[0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0]",0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0
2747,"Noron","7/3/1975",50,"high-school","Sale",500000,453,"Noron","7/3/1975",50,"high-school","Sale","2023-3-5","['B', 'C', 'E', 'F', 'L', 'M', 'P', 'Q', 'S', 'T', 'U']","[0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1]",0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1
1680,"Queneth","31/7/1977",47,"college","Atherton",72000,454,"Queneth","31/7/1977",47,"college","Atherton","2023-6-12","['B', 'C', 'J', 'K', 'O', 'T', 'U']","[0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1]",0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1
1152,"Oryn","16/12/1994",30,"junior college","Goondiwindi",457000,455,"Oryn","16/12/1994",30,"junior college","Goondiwindi","2024-7-9","['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'R', 'S', 'T']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1992,"Isus","12/1/1997",28,"high-school","Merredin",575000,456,"Isus","12/1/1997",28,"high-school","Merredin","2024-10-1","['C', 'D', 'K', 'R', 'T', 'U']","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1]",0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1
2661,"Torar","19/11/1996",28,"high-school","Derby",533000,457,"Torar","19/11/1996",28,"high-school","Derby","2024-5-7","['A', 'B', 'C', 'E', 'F', 'K', 'M', 'Q', 'R', 'S', 'T', 'U']","[1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1]",1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1
183,"Quena","30/4/1977",48,"junior college","Albany",70000,458,"Quena","30/4/1977",48,"junior college","Albany","2023-2-11","['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'K', 'L', 'M', 'O', 'P', 'S', 'T', 'U']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1]",1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1
829,"Maia","2/4/1996",29,"junior college","Kununurra",344000,459,"Maia","2/4/1996",29,"junior college","Kununurra","2023-6-30","['I', 'J']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2117,"Onyx","22/11/1991",33,"college","Bathurst",438000,460,"Onyx","22/11/1991",33,"college","Bathurst","2023-10-18","['G', 'J', 'K', 'P', 'S']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
1717,"Valas","27/11/2001",23,"high-school","Toowoomba",586000,461,"Valas","27/11/2001",23,"high-school","Toowoomba","2023-6-22","['A', 'B', 'D', 'E', 'F', 'I', 'J', 'M', 'N', 'P', 'Q', 'R', 'S', 'T', 'U']","[1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1]",1,1,0,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1
518,"Torae","9/4/1991",34,"high-school","Mataranka",345000,462,"Torae","9/4/1991",34,"high-school","Mataranka","2024-7-14","['A', 'B', 'C', 'D', 'F', 'I', 'K', 'L', 'N', 'Q']","[1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0]",1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0
2025,"Juniper","9/9/1996",28,"high-school","Parkes",311000,463,"Juniper","9/9/1996",28,"high-school","Parkes","2023-11-29","['A', 'J', 'T']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
2072,"Malius","7/6/1985",39,"college","Nelson Bay",442000,464,"Malius","7/6/1985",39,"college","Nelson Bay","2024-7-9","['A', 'C', 'E', 'F', 'G', 'H', 'I', 'K', 'M', 'N', 'O', 'Q', 'R', 'S', 'T', 'U']","[1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1]",1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1
1405,"Marcellus","25/11/1996",28,"college","Leonora",268000,465,"Marcellus","25/11/1996",28,"college","Leonora","2025-4-22","['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'K', 'L', 'M', 'O', 'R', 'S', 'T', 'U']","[1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1]",1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1
2182,"Daneth","21/3/1997",28,"high-school","Geraldton",574000,466,"Daneth","21/3/1997",28,"high-school","Geraldton","2024-9-16","['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'R', 'T', 'U']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1212,"Elion","3/1/1998",27,"high-school","Tennant Creek",481000,467,"Elion","3/1/1998",27,"high-school","Tennant Creek","2025-2-4","['A', 'B', 'C', 'F', 'H', 'I', 'J', 'K', 'L', 'M', 'O', 'P', 'Q', 'R', 'S']","[1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0]",1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0
1419,"Peran","29/12/1982",42,"high-school","Port Lincoln",261000,468,"Peran","29/12/1982",42,"high-school","Port Lincoln","2024-12-28","['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'K', 'L', 'M', 'N', 'O', 'Q', 'S', 'U']","[0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1]",0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1
1912,"Coryn","3/4/1989",36,"junior college","Coffs Harbour",52000,469,"Coryn","3/4/1989",36,"junior college","Coffs Harbour","2024-12-17","['C', 'F', 'H', 'K', 'Q', 'S', 'T', 'U']","[0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1]",0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1
215,"Selas","17/7/1973",51,"junior college","Leonora",357000,470,"Selas","17/7/1973",51,"junior college","Leonora","2023-5-17","['D', 'E', 'F', 'G', 'J', 'L', 'T']","[0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0
455,"Malar","7/2/1991",34,"high-school","Wyndham",390000,471,"Malar","7/2/1991",34,"high-school","Wyndham","2024-12-4","['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'R', 'S', 'T', 'U']","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,"Galor","11/1/1982",43,"PhD","Bathurst",466000,472,"Galor","11/1/1982",43,"PhD","Bathurst","2023-3-1","['A', 'C', 'D', 'E', 'G', 'H', 'I', 'J', 'K', 'M', 'O', 'P', 'Q', 'R', 'S', 'T']","[1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]",1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0
2190,"Coron","14/8/2010",14,"master","Daly Waters",260000,473,"Coron","14/8/2010",14,"master","Daly Waters","2024-3-15","['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'R', 'S', 'T', 'U']","[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1393,"Toran","27/3/2005",20,"master","Leonora",505000,474,"Toran","27/3/2005",20,"master","Leonora","2025-2-19","['A', 'B', 'C', 'D', 'H', 'I', 'J', 'L', 'N', 'O', 'P', 'R', 'S', 'T']","[1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0]",1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0
1295,"Pera","3/3/2002",23,"junior college","Lithgow",60000,475,"Pera","3/3/2002",23,"junior college","Lithgow","2024-12-18","['C', 'G', 'H', 'I', 'K', 'M', 'P', 'Q', 'R', 'S', 'T']","[0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0]",0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0
1683,"Micah","13/11/2009",15,"college","Joondalup",68000,476,"Micah","13/11/2009",15,"college","Joondalup","2024-9-26","['G', 'J', 'N']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
631,"Halis","1/1/1991",34,"junior college","Kalamunda",346000,477,"Halis","1/1/1991",34,"junior college","Kalamunda","2024-1-29","['A', 'C', 'D', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'R', 'S', 'T', 'U']","[1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2695,"Janius","3/8/1993",31,"high-school","Mataranka",578000,478,"Janius","3/8/1993",31,"high-school","Mataranka","2024-3-1","['B', 'E', 'K', 'P', 'T']","[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
1520,"Elon","24/8/1987",37,"high-school","Nowra",303000,479,"Elon","24/8/1987",37,"high-school","Nowra","2025-1-19","['A', 'B', 'E', 'F', 'G', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'R', 'S', 'T', 'U']","[1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
1569,"Danar","22/12/1975",49,"college","Queanbeyan",376000,480,"Danar","22/12/1975",49,"college","Queanbeyan","2023-3-10","['A', 'M', 'T']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
2653,"Ralar","1/12/2003",21,"college","Seymour",570000,481,"Ralar","1/12/2003",21,"college","Seymour","2024-7-31","['A', 'B', 'C', 'I', 'J', 'L', 'N', 'O', 'P', 'Q', 'R', 'S']","[1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0]",1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0
1647,"Elor","25/3/1982",43,"junior college","Hobart",503000,482,"Elor","25/3/1982",43,"junior college","Hobart","2025-3-21","['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'O', 'P', 'Q', 'R', 'S', 'T', 'U']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1]",1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
1631,"Rowan","29/6/1996",28,"high-school","Albany",286000,483,"Rowan","29/6/1996",28,"high-school","Albany","2023-2-3","['A', 'C', 'F', 'G', 'K', 'P', 'Q', 'S']","[1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0]",1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
2166,"Jemma","17/8/1990",34,"college","Gladstone",61000,484,"Jemma","17/8/1990",34,"college","Gladstone","2023-3-9","['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'S', 'T', 'U']","[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1]",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
1406,"Olive","3/5/1998",27,"master","Jurien Bay",427000,485,"Olive","3/5/1998",27,"master","Jurien Bay","2023-6-12","['B', 'E', 'I', 'J']","[0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2018,"Keliel","7/2/1994",31,"high-school","Gatton",158000,486,"Keliel","7/2/1994",31,"high-school","Gatton","2023-5-15","['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'O', 'P', 'Q', 'R', 'S', 'T', 'U']","[1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]",1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
702,"Loren","11/8/1974",50,"college","Kempsey",512000,487,"Loren","11/8/1974",50,"college","Kempsey","2023-2-11","['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'R', 'S', 'U']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
2613,"Coras","18/12/1982",42,"college","Papunya",215000,488,"Coras","18/12/1982",42,"college","Papunya","2024-6-21","['A', 'C', 'F', 'G', 'H', 'J', 'M', 'N', 'Q', 'S', 'U']","[1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1]",1,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1
996,"Peran","18/11/1975",49,"master","Port Hedland",134000,489,"Peran","18/11/1975",49,"master","Port Hedland","2023-9-7","['A', 'C', 'D', 'E', 'F', 'G', 'H', 'N', 'O', 'P', 'Q', 'R', 'S', 'U']","[1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1]",1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1
2873,"Loron","10/5/1993",31,"master","Leonora",479000,490,"Loron","10/5/1993",31,"master","Leonora","2023-9-18","['A', 'C', 'H', 'N', 'R']","[1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]",1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
332,"Janar","28/11/2006",18,"high-school","Warwick",333000,491,"Janar","28/11/2006",18,"high-school","Warwick","2023-10-28","['A', 'C', 'F', 'H', 'I', 'J', 'K', 'M', 'Q', 'R', 'T', 'U']","[1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1]",1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1
