Customer ID,Name,Birthday,Age,Education Level,City,Purchase Date,Shopping List,Item List,Item A,Item B,Item C,Item D,Item E,Item F,Item G,Item H,Item I,Item J,Item K,Item L,Item M,Item N,Item O,Item P,Item Q,Item R,Item S,Item T,Item U
254,Fenia,17/3/1990,33,under high-school,Wollongong,2024-10-20,"['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'M', 'P', 'Q', 'R', 'S', 'U']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1]",1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1
255,Mira,18-8-1985,37,college,Rockingham,2025-4-1,"['D', 'E', 'F', 'J', 'L', 'P', 'R', 'S']","[0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0]",0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
256,Landon,16-8-2002,20,high-school,Murray Bridge,2024-6-5,"['A', 'E', 'F', 'G', 'H', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'S']","[1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0]",1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0
257,Valon,17/8/1989,33,master,Groote Eylandt,2024-7-12,"['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'J', 'K', 'L', 'M', 'N', 'O', 'Q', 'S', 'T', 'U']","[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1]",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1
258,Sage,30-5-2003,19,high-school,Port Macquarie,2024-1-10,"['A', 'C', 'G', 'O']","[1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
259,Malen,8-5-1983,39,high-school,Whyalla,2023-6-13,"['A', 'B', 'C', 'D', 'E', 'F', 'H', 'I', 'J', 'K', 'M', 'N', 'P', 'Q', 'S', 'T', 'U']","[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1]",1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1
260,Belen,17-6-1993,29,junior college,Narrabri,2025-4-24,"['A', 'B', 'C', 'E', 'F', 'I', 'M', 'O', 'S', 'T']","[1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0]",1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0
261,Ozias,27/5/1977,45,high-school,Busselton,2025-1-8,"['L', 'T']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
262,Quenos,27-9-1981,41,high-school,Forster,2024-10-23,"['C', 'D', 'E', 'G', 'I', 'J', 'N', 'P', 'S', 'T', 'U']","[0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1]",0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1
263,Elyn,15-1-1995,28,college,Jurien Bay,2025-3-13,"['A', 'B', 'D', 'G', 'H', 'I', 'J', 'L', 'N', 'O', 'Q', 'R', 'S', 'T']","[1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0]",1,1,0,1,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0
264,Elus,4/10/1984,38,under high-school,Howard Springs,2024-5-29,"['D', 'E', 'F', 'G', 'H', 'I', 'J', 'M', 'N', 'P', 'S', 'T', 'U']","[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1]",0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1
265,Danae,27-4-2000,23,college,Albury,2024-2-28,"['B', 'D', 'E', 'G', 'H', 'I', 'L', 'N', 'O', 'R', 'S', 'T', 'U']","[0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1]",0,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1
266,Janas,22/3/1976,47,junior college,Bundaberg,2024-3-6,['Q'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
267,Danis,7-2-1994,29,high-school,Taree,2023-9-23,"['B', 'E', 'I', 'J', 'M', 'P', 'Q']","[0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0]",0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0
268,Ralius,31-12-1997,25,high-school,Yanchep,2024-2-22,"['A', 'B', 'D', 'E', 'J', 'L', 'M', 'O', 'P', 'Q', 'T']","[1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0]",1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0
269,Beliel,13/6/2000,22,junior college,Laverton,2024-3-12,"['A', 'D', 'E', 'F', 'G', 'H', 'I', 'K', 'N', 'O', 'S', 'U']","[1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1]",1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1
270,Loren,1-10-1994,28,college,Atherton,2023-7-6,"['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'R', 'S', 'T']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
271,Eliel,26/8/1995,27,junior college,Katherine,2023-12-31,"['A', 'D', 'J', 'L', 'Q', 'T']","[1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]",1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0
272,Gemma,13-9-1978,44,high-school,Mount Barker,2023-1-24,"['A', 'B', 'D', 'E', 'H', 'K', 'O', 'Q', 'R', 'T', 'U']","[1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1]",1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1
273,Galis,19-3-1984,39,junior college,Tom Price,2024-5-9,"['H', 'I', 'K', 'U']","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
274,Oror,10-4-1990,33,high-school,Hobart,2023-5-7,"['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'O', 'P', 'Q', 'R', 'S', 'T', 'U']","[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]",1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
275,Fenas,28-11-2001,21,junior college,Nelson Bay,2025-2-26,"['A', 'D', 'F', 'I', 'L', 'Q', 'R']","[1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0]",1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
276,Toren,30/1/2002,21,junior college,Geelong,2024-4-25,"['F', 'J', 'L', 'N']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
277,Lorae,17-12-1982,40,master,Lithgow,2023-5-10,"['A', 'B', 'D', 'E', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'S', 'U']","[1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1]",1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1
278,Selar,29-6-1975,47,under high-school,Nelson Bay,2023-9-2,"['B', 'C', 'D', 'E', 'F', 'G', 'I', 'J', 'K', 'L', 'M', 'P', 'Q', 'R', 'U']","[0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1]",0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1
279,Lorius,19-7-1990,32,high-school,Atherton,2024-11-12,"['A', 'B', 'F', 'L', 'O', 'P', 'T', 'U']","[1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1]",1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1
280,Isus,21-11-1976,46,junior college,Bendigo,2023-11-29,"['A', 'B', 'C', 'D', 'E', 'F', 'G', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'S', 'U']","[1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1]",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1
281,Quenor,25-8-1993,29,junior college,Gladstone,2023-2-9,"['A', 'B', 'C', 'D', 'E', 'F', 'G', 'I', 'K', 'L', 'M', 'N', 'O', 'P', 'R', 'S', 'T', 'U']","[1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1]",1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1
282,Loras,20-11-1986,36,college,Forster,2024-8-15,"['B', 'C', 'H', 'I', 'J', 'K', 'L', 'M', 'O', 'U']","[0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1]",0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1
283,Alana,9/10/2003,19,college,Papunya,2023-5-12,"['C', 'T']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
284,Belae,9-9-1981,41,high-school,Albany,2024-6-13,"['A', 'B', 'D', 'E', 'F', 'G', 'H', 'J', 'K', 'M', 'N', 'O', 'P', 'Q', 'S', 'T']","[1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0]",1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0
285,Belius,15-6-1980,42,college,Mount Isa,2024-9-4,"['A', 'B', 'C', 'D', 'E', 'F', 'G', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'R', 'S', 'T', 'U']","[1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
286,Janas,12-11-1987,35,high-school,Atherton,2024-6-27,"['A', 'I']","[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
287,Peryn,4-3-1987,36,high-school,Onslow,2024-11-24,"['C', 'O', 'R']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
288,Seliel,9-5-2010,12,junior college,Mutitjulu,2023-7-21,"['B', 'C', 'E', 'I', 'J', 'M', 'N', 'O', 'P', 'R', 'S', 'T']","[0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0]",0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,0
289,Maliel,20-9-1997,25,high-school,Nelson Bay,2024-11-9,"['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'L', 'M', 'N', 'O', 'P', 'R', 'S', 'T', 'U']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1]",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1
290,Beliel,16-3-2009,14,master,Emerald,2025-4-7,"['A', 'B', 'C', 'D', 'F', 'H', 'I', 'J', 'L', 'M', 'N', 'O', 'P', 'Q', 'S', 'T', 'U']","[1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1]",1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1
291,Silas,5-8-1981,41,master,Whyalla,2023-8-18,"['A', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'M', 'N', 'O', 'P', 'R', 'S', 'T', 'U']","[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1]",1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
292,Marco,20-9-1993,29,junior college,Derby,2024-8-16,"['A', 'B', 'C', 'D', 'E', 'F', 'G', 'I', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'R', 'T', 'U']","[1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]",1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1
293,Loren,28-2-1991,32,under high-school,Bowen,2025-3-5,"['B', 'C', 'E', 'F', 'G', 'J', 'L', 'P', 'Q', 'S', 'U']","[0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1]",0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1
294,Loriel,1/6/1980,42,college,Yanchep,2024-6-13,"['B', 'D', 'I', 'K', 'M', 'P', 'Q', 'S', 'U']","[0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1]",0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1
295,Kian,8-5-1999,23,junior college,Derby,2023-1-5,"['A', 'B', 'C', 'D', 'F', 'I', 'O', 'Q', 'R', 'S', 'T']","[1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0]",1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0
296,Elyn,8/11/1987,35,junior college,Lismore,2023-12-6,"['D', 'E', 'K', 'N', 'T']","[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0]",0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
297,Kelis,7/6/1986,36,college,Groote Eylandt,2024-5-16,"['D', 'G', 'J', 'K', 'N', 'O', 'T']","[0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0]",0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0
298,Oros,21/2/1978,45,junior college,Laverton,2023-9-26,"['A', 'C', 'D', 'H', 'I', 'M', 'N', 'O', 'P', 'Q', 'U']","[1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1]",1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1
299,Mathias,31-10-1998,24,high-school,Emerald,2023-1-16,"['C', 'F', 'K']","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
300,Flynn,16-6-1989,33,high-school,Wyndham,2024-10-9,"['A', 'B', 'C', 'D', 'E', 'F', 'H', 'I', 'J', 'K', 'M', 'Q', 'R', 'T', 'U']","[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1]",1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1
301,Leander,9/2/1985,38,under high-school,Atherton,2024-11-27,"['A', 'C', 'D', 'F', 'G', 'H', 'K', 'N', 'O', 'R']","[1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0]",1,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0
302,Noriel,19/4/2003,20,college,Perth,2024-8-1,"['A', 'B', 'C', 'E', 'G', 'H', 'I', 'K', 'M', 'N', 'O', 'P', 'R', 'S', 'T', 'U']","[1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1]",1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1
303,Ellery,24/12/1996,26,college,Papunya,2024-5-1,"['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'R', 'S', 'T']","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
304,Galor,14/3/1974,49,college,Derby,2024-10-21,"['B', 'C', 'E', 'H', 'I', 'J', 'O', 'P', 'R']","[0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0]",0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0
305,Adeline,23-5-1982,40,PhD,Batemans Bay,2025-3-16,"['B', 'C', 'D', 'E', 'F', 'G', 'I', 'J', 'K', 'L', 'N', 'O', 'R', 'S']","[0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0]",0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0
306,Peras,7-10-1981,41,college,Maryborough,2023-5-16,"['C', 'K', 'T']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
307,Galis,3-4-2007,16,high-school,Derby,2024-1-19,"['A', 'B', 'C', 'D', 'E', 'L', 'M', 'N', 'T', 'U']","[1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1]",1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1
308,Nash,23/1/1977,46,college,Forster,2024-12-5,"['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'J', 'K', 'M', 'O', 'P', 'Q', 'R', 'T', 'U']","[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1]",1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1
309,Caelan,13-4-1972,51,college,Kalgoorlie,2025-4-8,"['D', 'E', 'J', 'O', 'S', 'T']","[0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
310,Fabian,11/12/1996,26,junior college,Manjimup,2023-2-7,"['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'P', 'Q', 'R', 'S', 'T', 'U']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1
311,Belor,31-12-2002,20,college,Batchelor,2025-2-20,"['A', 'B', 'F', 'I', 'J', 'L', 'N', 'P', 'Q', 'S', 'T']","[1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0]",1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0
312,Milan,26-10-1994,28,junior college,Wyndham,2023-6-3,['D'],"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,Selyn,30-5-1975,47,junior college,Perth,2023-4-24,"['A', 'E', 'G', 'J', 'L', 'M', 'N', 'O', 'R', 'S', 'T', 'U']","[1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1]",1,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1
314,Feniel,22/6/1998,24,junior college,Joondalup,2023-10-28,"['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'R', 'S', 'T', 'U']","[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
315,Valis,15-2-1990,33,high-school,Victor Harbor,2023-9-9,"['E', 'F', 'G', 'J', 'K', 'M', 'Q', 'S']","[0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0]",0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0
316,Parker,1-1-1981,42,high-school,Burnie,2023-7-20,"['A', 'B', 'D', 'H', 'I', 'J', 'K', 'R', 'U']","[1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]",1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1
317,Quenius,28-2-1998,25,high-school,Yeppoon,2024-8-22,"['B', 'C', 'E', 'F', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'R', 'S', 'U']","[0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1]",0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1
318,Isiel,17-10-2009,13,junior college,Rockhampton,2025-4-2,"['B', 'D', 'F', 'G', 'I', 'K', 'L', 'M', 'O', 'Q', 'S']","[0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0]",0,1,0,1,0,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0
319,Lorion,27-5-2008,14,high-school,Yanchep,2023-5-11,"['B', 'D', 'G', 'H', 'J', 'L', 'O', 'P', 'R', 'T']","[0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0]",0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0
320,Elius,29-5-2007,15,under high-school,Coolalinga,2024-9-1,"['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'R', 'S', 'T', 'U']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
321,Quenyn,17-1-2009,14,college,Meekatharra,2023-10-28,"['E', 'F', 'G', 'I', 'K', 'M', 'N', 'Q', 'R', 'S', 'U']","[0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1]",0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1
322,Danen,7-1-2001,22,junior college,Broome,2025-3-23,"['B', 'C', 'D', 'G', 'H', 'M', 'Q', 'S', 'U']","[0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1]",0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1
323,Fenor,4-6-1984,38,junior college,Geraldton,2023-6-15,"['B', 'J', 'K', 'N', 'Q', 'U']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1]",0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1
324,Noriel,8-1-1992,31,high-school,Newcastle,2023-6-7,"['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'K', 'N', 'O', 'Q', 'R', 'T', 'U']","[1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1]",1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1
325,Ralor,27-2-1977,46,college,Tennant Creek,2024-1-12,"['C', 'I', 'J', 'M', 'N', 'O', 'R']","[0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0]",0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0
326,Quenar,28-12-1993,29,under high-school,Albany,2025-1-3,"['J', 'K']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
327,Malar,17/6/1982,40,junior college,Warwick,2024-11-4,"['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'J', 'K', 'L', 'N', 'O', 'P', 'R', 'S', 'T', 'U']","[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1]",1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1
328,Elae,25/11/1992,30,junior college,Burnie,2024-5-19,"['D', 'F', 'I', 'Q']","[0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
